id,original_text,clean_text,sentiment,polarity,subjectivity,lang,place,place_coord_boundaries
1233274763402833920,"RT @TamannaPankaj: Son of Muddasir Khan , the Martyr of Delhi Genocide 2020 with tears in his eyes .
Congratulations BJP supporters . This…",RT TamannaPankaj Son Muddasir Khan Martyr Delhi Genocide 2020 tears eyes Congratulations BJP supporters This,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,,
1233274761649803265,"RT @ANI: Kapil Mishra, BJP: No question is being asked to people who are talking about dividing country or those on whose terrace petrol bo…",RT ANI Kapil Mishra BJP No question asked people talking dividing country whose terrace petrol bo,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,,
1233274760450035712,RT @kunalkamra88: If someone from the AAP could make petrol bombs &amp; store ammunition with the intent of killing innocent people he’d be rec…,RT kunalkamra88 If someone AAP could make petrol bombs amp store ammunition intent killing innocent people rec,"Sentiment(polarity=0.5, subjectivity=0.7)",0.5,0.7,en,Bombay,
1233274758365614080,RT @mahesh10816: Congress culture Vs BJP culture https://t.co/nKJrIcehXl,RT mahesh10816 Congress culture Vs BJP culture,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,,
1233274756922691584,"RT @vijaita: Read this piece by Shishir Gupta of Hindustan Times----
On Feb 23, Soon after pro-CAA rally was organised by BJP leader Kapil…",RT vijaita Read piece Shishir Gupta Hindustan Times -- -- On Feb 23 Soon pro-CAA rally organised BJP leader Kapil,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,,
1233274755442188294,"RT @__R_a_j_: What can an average Hindu do for his religion &amp; culture ?

Thread :

1. Vote BJP : 
Most important thing as of today, politic…",RT __R_a_j_ What average Hindu religion amp culture Thread 1 Vote BJP Most important thing today politic,"Sentiment(polarity=0.25, subjectivity=0.6333333333333333)",0.25,0.6333333333333333,en,,
1233274754863378432,RT @amitmalviya: In less than 20 minutes after Kejriwal reluctantly suspended Tahir Hussain amidst mounting evidence of his complicity in r…,RT amitmalviya In less 20 minutes Kejriwal reluctantly suspended Tahir Hussain amidst mounting evidence complicity r,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.06666666666666667)",-0.16666666666666666,0.06666666666666667,en,"New Delhi, India",
1233274754683019267,@ArvindKejriwal I was looking u as a last hope for India but I was wrong.u r also doing d same job what BJP is doin… https://t.co/KARCVMXhDk,ArvindKejriwal I looking u last hope India I wrong.u r also job BJP doin,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666667,en,"Bihar, India",
1233274752430510081,"RT @ShitSaniyaSays: Idk who needs to hear this but the BJP doesn't love this country, it's army, the Hindus or even the cows. It really jus…",RT ShitSaniyaSays Idk needs hear BJP n't love country 's army Hindus even cows It really jus,"Sentiment(polarity=0.35, subjectivity=0.4)",0.35,0.4,en,,
1233274750035734528,"RT @vinayaravind: It's astonishing how skilful the BJP propaganda machine has been, beautifully exploiting the liberals' thirst for both-si…",RT vinayaravind It 's astonishing skilful BJP propaganda machine beautifully exploiting liberals thirst both-si,"Sentiment(polarity=0.4166666666666667, subjectivity=0.7000000000000001)",0.4166666666666667,0.7000000000000001,en,Mumbai,
1233274745392484353,"RT @__R_a_j_: What can an average Hindu do for his religion &amp; culture ?

Thread :

1. Vote BJP : 
Most important thing as of today, politic…",RT __R_a_j_ What average Hindu religion amp culture Thread 1 Vote BJP Most important thing today politic,"Sentiment(polarity=0.25, subjectivity=0.6333333333333333)",0.25,0.6333333333333333,en,Bendakaluru,
1233274744331325440,"RT @IndianMuslimahs: Global Scribes' Body Asks BJP Leaders to Stop Online Harassment of The Wire's Arfa Khanum Sherwani

@khanumarfa Sherwa…",RT IndianMuslimahs Global Scribes Body Asks BJP Leaders Stop Online Harassment The Wire 's Arfa Khanum Sherwani khanumarfa Sherwa,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,India,
1233274742662189056,"RT @ttindia: The timing of the Centre’s notification transferring Justice S. Muralidhar, hours after he pulled up Delhi police for inaction…",RT ttindia The timing Centre notification transferring Justice S. Muralidhar hours pulled Delhi police inaction,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,Finland,
1233274738354483201,RT @Samanth_S: The BJP seems to excel at creating conditions in which violence can unfold. The emblematic photo of this violence is of a Mu…,RT Samanth_S The BJP seems excel creating conditions violence unfold The emblematic photo violence Mu,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,India,
1233274737339576320,"RT @arjunsethi81: While BJP leaders incite Hindutva mob violence &amp; police turn away, Sikh gurdwaras across Delhi have opened their doors to…",RT arjunsethi81 While BJP leaders incite Hindutva mob violence amp police turn away Sikh gurdwaras across Delhi opened doors,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,Montreal - New Delhi,
1233274732843163650,"RT @steve_hanke: This isn’t the Gestapo or KGB. These are #Modi’s #RSS thugs breaking into #Muslim homes, pillaging &amp; assaulting with impun…",RT steve_hanke This Gestapo KGB These Modi RSS thugs breaking Muslim homes pillaging amp assaulting impun,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,"Bogor, West Java",
1233274731538845697,"@ambkcsingh Yes Shri Guru Teg Bahadur, Shri Guru Govind Singh, 4 Sahibzaade, Mati Singh, Banda Bahadur, Chatrapati… https://t.co/ixBGJ8HxHC",ambkcsingh Yes Shri Guru Teg Bahadur Shri Guru Govind Singh 4 Sahibzaade Mati Singh Banda Bahadur Chatrapati,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,India,
